Unnamed: 0,레시피일련번호,조리순서,레시피제목,요리명,등록자ID,등록자명,조회수,추천수,스크랩수,요리방법별명,요리상황별명,요리재료별명,요리종류별명,요리소개,요리재료내용,요리인분명,요리난이도명,요리시간명,최초등록일시
911,6870163,"[조리순서]
1.가을 무라 달달달~이제 서서히 무에 바람이 들 만도 한데아직도 무가 단단하다는 것이 신기할 정도네요.
2.이번엔 무를 좀 굵게 썰어서 준비했어요.평소 같으면 얇게 채쳐서 준비했겠지만 굵직하게 썰어 먹음직하게 무쳐보려고 해요.
3.소금 1큰술 과감 투하했고요.
4.10분이면 이 정도는 거뜬히 절여진다는 것!
5.체에 밭쳐서 물기 제거하고요.손으로 조금 짜주어도 무관하다지요.
6.양파도 자르고 대파도 자르고
7.고춧가루 3큰술, 마늘 1큰술, 양파 넣고 대파 넣고모두 투하해서 무쳤어요.
8.매실청 1큰술, 설탕 1작은술!
9.버물버물 ~~파란색이 없어서 조금 아쉬움!!부추나 쪽파가 있으면 같이 넣어서 버무리면 좋아요.",무생채 만드는 법~ 쉽고 맛있는 무요리~,무생채,jh2y3,팬이맘,7874,23,144,무침,일상,채소류,밑반찬,무생채 만드는 법~ 쉽다 쉬워 무생채요리! 아무리 그렇다 해도 반찬은 만들어놔야 하는데 세상에 만상에 집에 반찬이라곤 우엉 피클과 마늘장아찌 그리고 배추김치~ 헉! 이래도 되는건지 원~ 급하게 냉장실에서 무 하나 꺼내서  대충 그까이꺼 무침 무침 무생채 만들어놓았네요. 간단하고 맛있더라고요.~^^*,[무생채 재료] 무큰것 1/2개| 대파 1대| 양파 1/2개| 소금 1큰술| 고춧가루 3큰술| 마늘 1큰술| 까나리액젓 2큰술| 매실청 1큰술| 설탕 1작은술,6인분이상,아무나,30분이내,20170523054843
912,6824414,"[조리순서]
1.두부 1모를 꺼내서 먹기 좋게 썰었어요.
2.양념장 재료를 섞어둡니다.
3.참치반캔과 양파반개, 대파도 다져서 넣어줍니다.
4.냄비 바닥에 양념장을 깔아줍니다.
5.두부를 올리고 두부위에도 양념장을 올려줍니다.
6.쌀뜨물 1컵을 두부가 잠길정도로 넣어 끓입니다.
7.국물이 자박하게 끓여주시면 완성.",백종원 두부조림레시피,두부조림,munsk05,알데렐라,37221,22,764,조림,일상,콩/견과류,밑반찬,참치를 넣어 간단하게 만드는 두부조림 입니다.,[재료] 두부 1모| 참치 1/2캔| 양파 1/2개| 대파 기호 [양념] 고춧가루 1큰술| 간장 2큰술| 새우젓 1큰술| 들기름 1큰술| 설탕 1/2큰술| 다진 마늘 1/2큰술| 쌀뜬물 1컵,2인분,초급,30분이내,20150609110504
913,3160855,"[조리순서]
1.닭은 살짝 데치듯 삶아낸후 바로 찬물에서 헹궈 주세요!
2.얼큰한 양념도 준비해야겠죠?... 양념- 고춧가루 7큰술. 물엿 2큰술. 배 1/2개. 청주 1/3컵. 간장 1/2컵. 다진 생강 조금. 후추 조금. 고추장 2-3큰술. 대파 2대. 다진 마늘 3큰술. 설탕 1큰술 찬물에 헹군 닭을 물기를 뺀뒤 양념에 버무려 준뒤~.. 이제 끓이시기만 하면 됩니다...
3.물을 넣지 않아도 끓으면서 수분이 나와.. 국물이 자작하니.. 밥 비벼 먹으면 그또한 어찌나 맛있던지...",쫄깃하고 얼큰한 토종 닭볶음탕,닭볶음탕,kdlym,윤,31402,22,95,끓이기,일상,닭고기,국/탕,예전에는 토종닭으로 만든 백숙이나 닭볶음탕을 안좋아 했어요.. 왜냐고요?.. 그냥 질기다고 생각했거든요... 주위분들은 늘~.. 확실히 토종닭이 더 맛있다고 하실때 이해가 안갔는데.. 이제사 토종닭의 맛에.. 확 빠져버린 아줌마가 되어 버렸네요.. 육질이 쫄깃쫄깃 하고 살이 담백하게 느껴지는 그 맛~~,[재료] 닭| 감자 [양념] 고춧가루 7큰술| 물엿 2큰술| 배 1/2개| 청주 1/3컵| 간장 1/2컵| 다진 생강 조금| 후추 조금| 고추장 2-3큰술| 대파 2대| 다진 마늘 3큰술| 설탕 1큰술,2인분,중급,60분이내,20111128073809
914,6838408,"[조리순서]
1.재료를 준비해주세요 가지는 반달모양으로 썰어주고요 양파 조금 청양고추는 취향껏 넣어주세요 (저희부부는 매콤한걸 좋아해서 )
2.후라이팬에 식용유, 다진파를 넣어주세요
3.파기름을 만들어주세요 ( 향긋한 파양이 올라오면 되는거에요)
4.파기름 완성 !
5.가지, 양파 넣고 파기름과 충분히 섞이도록 잘 볶아주세요 (가지가 기름에 흡수되니까 휘리릭 )
6.송송 썬 청양고추도 넣어서 볶아주세요
7.인내심을 갖고 야채들을 뒤적뒤적 볶아주면가지의 숨이 죽어서 색이 변할꺼에요
8.가지의 숨이 죽으면 백종원만능간장을 짜지않게 적당히 넣어주세요 (만능간장을 한꺼번에 많은양을 넣게되면 짜지니까 소량씩 넣고 간을 한번 봐주세요 )
9.만능간장을 넣고 휘리릭 한번 볶아주면
10.완성 !접시에 담을때 깨 솔솔 뿌려주면 더 예쁘겠지요?",가지볶음,가지볶음,shallung,샬룽,18019,22,116,볶음,초스피드,채소류,밑반찬,백종원의 만능간장을 한솥 만들어놓고 이요리 저요리 응용해보는 재미가 쏠쏠하네요 만능간장을 이용해서  제일 만만하고 맛있기까지한 가지볶음을 만들었어요 ,[재료] 가지| 다진파| 양파| 청양고추 [양념] 백종원의만능간장| 식용유,2인분,초급,10분이내,20151120071459
915,6850786,"[조리순서]
1.두부는 적당한 크키로 썰어 후추,소금간을 해주시고당근과 파, 청양고추도 송송 썰어서 준비!
2.간장 5T, 마늘0.5T, 고춧가루0.5T ,올리고당0.5T,참기름1T에 당근,파,청양고추를 넣고 섞어 양념장 준비:D
3.기름을 두른팬에 두부를 넣고 앞뒤로 노릇하게 구워주세요.
4.노릇하게 구워주세요!
5.뚝배기에 기름을 바르고 구운두부를 1단계 깔고 위에 양념장 바르기(?)!
6.위에 엇갈리게 두부를 올리고 또 양념장 바르기 반복!
7.뚜껑을 닫고 약불에 5~10분간 끓여주세요:D
8.적당히 쫄았을 때 불을 꺼주시면 됩니다!",두부조림/ 간단!쉬운두부조림:D,두부조림,sb03036,해블랑,20115,22,399,조림,일상,콩/견과류,밑반찬,생각보다 너무 간단하고 맛있는 두부조림~:),[재료] 두부 1모| 당근 1/3개| 파| 청양고추 1개 [재료] 간장 5T| 마늘 0.5T| 고춧가루 0.5T| 올리고당 0.5T| 참기름 1T| 후추| 깨,2인분,초급,30분이내,20160611065524
916,847610,"[조리순서]
1.먼저 멸치가루 만들기 멸치는 중멸치도 좋고, 국물멸치도 좋고 머리와 안에 검은 똥을 따로 떼어 준비한다. 머리와 똥은 버려요.
2.아무것도 두르지 않은 팬에 몸통만 발라낸 멸치를 넣고 달달 1분 정도만 볶아줍니다. 이 과정에서 멸치의 축축함이 사라지고, 바삭하게 나중에 잘 갈릴 수 있도록 볶아질 거예요.. 귀찮아도 이 과정을 생략하지 마시고요.
3.역시 마른새우도 아무것도 두르지 않은 팬에 넣고 달달 1분 정도 타지 않게 바실바실하게 될 수 있도록 볶아주세요.
4.핸드블렌더 안에 바실바실 볶아놓은 멸치를 넣고 갈아줍니다. 볶은 새우 역시 핸드블렌더 안에 넣고 갈아줍니다.
5.먼저 감자와 호박, 양파는 먹기 좋은 크기로 썰고, 두부도 함께 썰어서 준비합니다.
6.물 2컵+2분의 1컵에 집 된장 1, 시판된장 1을 풀어줍니다. 보통 저는 된장찌개를 끓일 때 멸치다시마 육수를 내서 만들었거든요. 급해서 미리 육수를 내놓지 않았을 경우 멸치가루와 새우가루를 이용해서 찌개를 끓이면 된답니다.
7.여기에 멸치가루 1, 새우가루 0.5를 넣습니다.
8.감자와 양파를 넣고 불에 올려서 감자가 3분의 2정도 다 익을 때까지 끓여줍니다.
9.중간에 위로 뜬 거품은 숟가락을 이용해서 말끔히 걷어 내고 미리 썰어 놓은 두부도 마저 넣어주고 송송 청양고추 1개를 썰어 넣고, 대파도 같이 송송 그리고 고춧가루 0.3도 같이 넣어주세요.
10.취향 따라서 팽이버섯이나 느타리버섯, 그리고 해감을 토한 바지락 등등을 같이 넣어 주셔도 좋아요. 저는 마침 사다 놓았던 애느타리버섯이 있어서 한줌 넣어 주었답니다. 그렇게 바글바글 재료의 맛이 충분히 우러 나도록 살짝 걸쭉하게 끓여주면 끝.",천연조미료로 만든 너무 쉬운 된장찌개 ,된장찌개,shriya,문성실,22296,22,63,끓이기,일상,채소류,찌개,제가 쓰고 있는 몇가지 안되는 천연조미료와 그리고 그 천연조미료를 이용해서 만든 한국인의 정겨운 음식인 된장찌개를 올려볼까 해요. 사실 저는 종류도 넘 많은 천연조미료를 만들어서 사용하는 것을 선호하지 않아요. 욕심에 많이 이것저것 만들어 놓아도 결국 쓰는 것만 사용하게 되더라고요. 늘 나중에는 쓰다가 너무 오래되었다 싶어 버리기 일쑤  가장 기본이 되면서도  여러 음식에 두루 사용할 수 있는 그리고 급할 대 육수내는 것이 번거로워 약간은 걸쭉한 찌개 종류에 사용하면 편리한 천연조미료 2가지를 만들어 보도록 하려고요~ 제일 많이 쓰게되는 멸치가루와 그리고 새우가루를 만들어 보고 2가지 천연조미료를 이용한 진짜로 맛난 된장찌개를 끓여 볼게요.,[재료] 감자 작은것 1개| 양파 작은것 1/2개| 호박 1/3개| 두부 1/2모| 느타리버섯 1줌| 물 2.5컵| 청양고추 1개| 다진파 2큰술 [양념] 집된장 1큰술| 시판된장 1큰술| 멸치가루 1큰술| 새우가루 0.5큰술| 고춧가루 0.3큰술,3인분,초급,30분이내,20081017001209
917,6834380,"[조리순서]
1.다진 돼지고기에 청주를 넣고 섞어준뒤 체에 받쳐 핏물을 빼주세요.
2.두부는 칼을 옆으로 뉘여 으깨준뒤 물기를 꽉 짜주세요.▶ 다시백 주머니를 이용해 물기를 짜주시면 편해요.
3.청양고추, 양파, 실파, 당근은 잘게 다져주세요.▶ 양파와 당근은 달구어진 팬에 한번 볶아주셔도 되요.
4.볼에 핏물 제거한 다진 돼지고기, 물기 뺀 두부, 다진 야채들과 함께 동그랑땡 반죽 양념을 넣고 끈기가 생길때까지 치대준뒤 랲을 씌워 냉장고에 30분~1시간정도 넣어두세요.
5.냉장고에서 꺼낸 동그랑땡 반죽을 먹기좋은 크기로 빚어밀가루 ---> 계란순으로 옷을 입혀주세요.▶ 계란은 풀어서 소금을 넣어 간을 살짝!
6.달구어진 팬에 오일을 두르고, 하나씩 올려 앞뒤로 노릇하게 구워주세요.
7.노릇노릇하니 잘 구워졌지요?ㅎㅎㅎ",엄마표 동그랑땡 만들기 명절전요리,동그랑땡,hwa202,가시장미,19102,22,340,부침,명절,육류,밑반찬,노릇노릇 잘 구워진 엄마표 동그랑땡이에요. 감기로 콧물까지 흘리던 작은녀석이 엄마표 동그랑땡이 먹고싶다는 말에 만들어보았어요.  사실  가시장미는 육원전  동그랑땡을 별로 좋아하질않아요. 종갓집인 저희 친정에서는 명절때만 되면 육원전  동그랑땡을 얼마나 많이 만드는지 하루 온 종일 만들기도 했었거든요. 고사리 손으로 비비고  비비도 끝이 보이질않아서 '나중에 커서는 절대 안 만들꺼야.' 했었는데  지금의 저는 늘 손을 물에 담궈가며 주방에 서 있는 직업(?)을 가지고 있어요. ^ ^;;,[재료] 다진 돼지고기 300g| 두부 100g| 양파 중간크기 1/4개| 당근 중간크기 1/5개| 실파 20g| 청양고추 1개| 청주 1큰술| 밀가루| 계란 2개| 소금| 오일| 동그랑땡반죽 [양념] 다진마늘 1큰술| 생강가루 1/2작은술| 소금 1/2작은술| 후춧가루 1/4작은술| 참기름 1작은술| 빵가루 3큰술| 계란 1개,4인분,중급,2시간이내,20150915115306
918,5173585,"[조리순서]
1.콩나물은 다듬어서 깨끗하게 씻어 삶아 줍니다.
2.대파는 송송썰고 다진마늘 1/3스푼 준비해둡니다.
3.삶아진 콩나물은 찬물에 2번정도 헹궈 물기를 빼둡니다.
4.콩나물에 고춧가루1스푼, 소금1/3스푼, 들기름1스푼, 파, 마늘을 넣고 조물조물 버무려줍니다.",아삭아삭한 콩나물무침 만드는법,콩나물무침,dollshouse,돌하우스,72003,22,2539,무침,초스피드,채소류,밑반찬,매콤하게 무쳐낸 국민반찬 콩나물무침 소개해드립니다.,[재료] 콩나물 200g [양념] 고춧가루 1스푼| 소금 1/3스푼| 파 2스푼| 다진마늘 1/3스푼| 들기름 1스푼,2인분,초급,15분이내,20130814172814
919,6712649,"[조리순서]
1.목살 얇게 썰어서 주문한 674g 기준 양념입니다. (고추장 , 고추가루 2, 간장 2, 올리고당 6, 다진마늘 1, 소주) 준비한 양념을 계량대로 넣고 골고루 섞어주세요.
2.고기를 사오면...고기끼리 붙어있잖아요... 그걸 겹치지 않게 하나씩 다 떼어서 양념볼에 넣어주세요
3.비닐장갑 끼고..조물조물 잘 무쳐주세요.
4.이제 야채 썰어 준비하시고~
5.고기를 지글지글 볶아주심 되시는데 양념고기다 보니 첨부터 센불로하심 양념이 다 타버리니.. 고기가 약간 익어서 기름이 조금 나올때까지는 약불로 달달달...볶아주세요.
6.준비한 야채넣고...또 달달달 볶아주심 완성!",제육볶음 황금레시피,제육볶음,marianne40,마리안느40,20602,22,561,볶음,일상,돼지고기,메인반찬,맛있는 제육볶음 한그릇이면 밥이 술술~ 제육볶음 황금레시피를 소개합니다!,[재료] 돼지목살 674g| 대파 1뿌리| 양파 1개| 홍고추 2개| 풋고추 1개| 당근 약간 [양념] 고추장 5숟가락| 고추가루 2숟가락| 간장 2숟가락| 올리고당 6숟가락| 다진마늘 1숟가락| 소주 5숟가락,2인분,초급,30분이내,20150417164732
920,6851475,"[조리순서]
1.다진 돼지고기는 소금(약간), 후춧가루(약간), 청주(1큰술)에 버무려 밑간한다.돼지고기밑간: 소금 약간, 후춧가루 약간, 청주 1큰술
2.팬에 식용유(5큰술)을 두른 뒤 대파와 춘장을 넣고 볶는다.송송 썬 대파 15cm, 춘장 3+1/2큰술
3.돼지고기, 양파 순으로 넣고 볶는다.다진 돼지고기 80g, 굵게 다진 양파 1개
4.양배추와 호박, 나머지 양념을 넣고 조금 더 볶는다.납작 썬 양배추 2줌, 납작 썬 주키니 호박 1줌 양념: 간장 1 1/2큰술, 굴소스 1 1/2큰술, 설탕 2큰술, 다진 마늘 1큰술, 다진 생강 1/4큰술
5.물(2컵)을 붓고 끓인다.
6.재료가 익으면 녹말물을 붓고 걸쭉하게 끓인다.녹말물: 감자전분 2큰술, 물 2큰술맛을 보고 부족한 간은 소금으로 맞춰요.
7.취향에 맞게 밥 또는 삶은 면에 짜장소스를 뿌리고 고명을 올려 마무리.고명 통조림 옥수수 2큰술, 채 썬 오이 1줌, 달걀 프라이 2개, 고춧가루 약간",집에서 중국집요리를 맛보다! 중국집 단골손님 짜장면,짜장면,gdubu33,만개의레시피,48650,22,605,볶음,일상,밀가루,면/만두,짜장면은 이렇게 만들어야 진짜 짜장면이지! 집에서 중국집 짜장면 먹고 싶다면  나도 한번 도전!!  세상의 모든 레시피 만개의레시피,[필수재료] 다진 돼지고기 80g| 송송 썬 대파 15cm| 굵게 다진 양파 1개| 납작 썬 양배추 2줌| 납작 썬 주키니호박 1줌 [고명] 통조림 옥수수 2큰술| 채 썬 오이 1줌| 달걀 프라이 2개| 고춧가루 약간 [돼지고기밑간] 소금 약간| 후춧가루 약간| 청주 1큰술 [양념] 춘장 3+1/2큰술| 간장 1+1/2큰술| 굴소스 1+1/2큰술| 설탕 2큰술| 다진 마늘 1큰술| 다진 생강 1/4큰술 [녹말물] 감자전분 2큰술| 물 2큰술,2인분,아무나,30분이내,20160623135738
921,6841654,"[조리순서]
1.양념장먼저 후라이팬에 식용유&참기름을 넣고 송송썰은 대파를 넣어 파기름을 만들어주세요.
2.파향이 나오면 다진돼지고기도 같이 넣어 볶아주세요.
3.고기가 적당히 익으면 다진양파를 넣어 수분이 나올때까지 볶아주시고 양파가 적당히 볶아지면 다진마늘과 소금도 넣어 같이 볶다가 고춧가루와 설탕도 넣어 볶아주세요!
4.마지막으로 간장을 넣고 볶아주면 순두부양념장 완성이에요!
5.순두부찌개자! 이제 본격적으로 순두부찌개 만들어볼건데요. 물 3분의2컵과 양념장 2스푼을 넣어 끓이다가
6.끓어오르면 순두부를 넣어주었어요.
7.부재료는 개인취향대로 넣으면 되지요~! 저는 냉동만두가 있길래 해동해서 넣어주고, 계란도 넣어주었어요.
8.마지막으로 송송썰은 대파와 청양고추 넣어 한번더 끓여주면 순두부찌개 완성이에요.
9.남은양념장남은 양념장은 요로코롬 지퍼백에 넣어 납작하게 만든후 냉동실에 보관하면 나중에 순두부찌개가 먹고싶을때 꺼내서 편하게 만들면 된다고 하네요.",순두부찌개,순두부찌개,tlsghk9088,혀니ㅋ,23294,22,228,끓이기,일상,콩/견과류,찌개,보통 순두부찌개는 집에서 끓이기 어렵더라구요. 그래서 항상 밖에서만 사먹었던 음식이었는데요. 집밥백선생에서 백종원님이 순두부양념장을 만드는걸보고는 나도할수있겠다! 싶어 큰맘먹고 따라해봤지요. 생각보다 만드는 법도 쉽답니다. 정말 쉬운 순두부찌개 레시피입니다.,[재료] 순두부| 대파| 청양고추| 만두 [양념] 돼지고기다짐육 1/2컵| 양파(다진것) 1컵| 대파(다진것) 1/2컵| 다진마늘 1/4컵| 고춧가루 2/3컵| 소금 1/8컵| 설탕 1스푼| 간장 1/4컵| 식용유 +참기름 1/4컵,2인분,중급,30분이내,20160115221949
922,6835724,"[조리순서]
1.먼저 달궈진 팬에 버터를 녹입니다,
2.그리고 밥을 뺀 모든 재료를 넣고 볶아주세요. 따로 간을 하실 필요는 없어요. 후추정도만 넣어주시면 됩니다.
3.야채와 재료가 충분히 볶아지면 식은 밥을 넣고 골고루 볶아주세요. 볶으면서 버터를 조금 더 추가 해 주시고 간을 보신 후에 (김치가 넉넉하게 들어가면..자체의 간으로도 충분하지만..) 만약 싱거우시면 간장으로 간을 맞춥니다 버터베이스의 볶음밥은 간장이 잘 어울려요. 그리고 마무리로 요리당 약간.
4.토핑은 계란후라이와 김가루로.",김치볶음밥 ,김치볶음밥,ksg3152,쉐프cookie,31189,22,170,볶음,일상,쌀,밥/죽/떡,찬밥이 남았을때  냉장고를 뒤졌는데 김치밖에 없을때 계란과 김가루를 더해 쉽게 만들어 먹을 수 있는 김치볶음밥이예요. 주말에 귀찮을때나 점심 도시락으로 만들어서 먹으면 좋은 간편 요리랍니다.,[재료] 김치| 깍두기| 양파| 대파| 베이컨| 버터| 식은밥| 계란후라이| 멸치다시| 바지락| 미소된장| 무우| 유부| 두부| 잔파| 팽이버섯 [양념] 요리당 약간| 간장| 김가루,2인분,초급,30분이내,20151006152832
923,3092974,"[조리순서]
1.야채를 채썰어줍니다 . 시금치와느타리버섯은데쳐줍니다
2.맛살.오뎅.버섯.고기는 동시에 볶아줍니다
3.파프리카 .청피망.양파 .당근을볶을때도 소금간을해줍니다
4.시금치는 집간장1t와 참기름 1/2t를넣어무쳐줍니다
5.당면은 끓는물에 7분정도 삶아주세요
6.당면볶을땐 기름을1T두르시고 당면을볶아줍니다
7.간장,.을넣어줍니다",잡채 만들기,잡채,sosin75,한결이,53935,22,272,볶음,손님접대,기타,메인반찬,주말에 간단하게 만들어보는 남편표 잡채입니다~,[재료] 시금치 150g| 당면 150g| 당근 100g| 느타리 50g| 오뎅 100g| 청피망 100g| 홍파프리카 100g| 맛살 100g| 소고기등심 200g [양념] 진간장 5T| 참기름 1T| 통깨 2T,2인분,아무나,30분이내,20111110003146
924,6851139,"[조리순서]
1.양파, 파르리카, 시금치, 돼지고기,당근,버섯등을 준비했어요
2.재료손질전 우선 당면을 물에 불려주세요~저는 당면을 크게한줌잡아 물에 불렸어요
3.당근,버섯,양파,파프리카는 채썰어주시구요시금치는 소금+참기름으로 간을 해주세요*시금치는 끓는물에 소금약간넣고 데쳐주세요찬물에 헹군뒤 소금,참기름으로 양념해주시면 된답니다
4.간장2, 설탕1, 참기름1, 다진마늘, 후추를 넣고 양념장을 만들었어요
5.고기와 버섯은 양념장을 반으로 나눠 각각의 재료에 넣고밑간을 해주세요
6.당면은 10분가량 삶아주었구요~다 삶은당면은 찬물에 헹군뒤, 간장,참기름,설탕으로 간을해주세요
7.양파-당근-파프리카를 볶아준뒤 쟁반에 펼쳐 식혀주세요
8.채썬돼지고기를 볶아주세요
9.익은 돼지고기는 뒤쪽으로 밀어두고 버섯을 볶아주세요
10.버섯과 고기가 잘 익도록해주세요^^*고기와 버섯의 익는시간이 달라 고기먼저 볶아요~
11.양념한면에 볶은재료들을 넣고 간장,참기름,깨를 넣어 양념해주세요
12.모자란간은 간장을 추가로 넣어 맞춰주세요^^",잡채만들기  어렵지않아요,잡채,mjj5984,꼬꼬마녀,16586,22,287,볶음,일상,기타,메인반찬,낮잠자던 신랑이 갑자기 일어나 잡채를 만들어달라더군요.. 집에있는 재료와 슈퍼에서 고기와당근만 사와서 만들었어요 생각만큼 잡채만드는법 어렵지않답니다^^ ,[재료] 당면 1줌| 돼지고기| 버섯| 양파 1개| 당근| 파프리카| 시금치| 간장| 참기름| 깨 [고기및버섯양념] 간장 2| 설탕 1| 참기름 1| 후추| 다진마늘 [당면양념] 간장| 설탕| 참기름,4인분,초급,60분이내,20160617094007
925,2775537,"[조리순서]
1.분량대로 양념장을 섞어서 한번 끓여줍니다.
2.떡을 꼬치에 나란히 끼워서 준비합니다.
3.후라이팬에 식용유 넉넉히 둘러서 꼬치에 끼운 떡을 지져냅니다.
4.지져낸 떡을 한번 끓인 양념장을 솔로 쓱쓱 발라주면 됩니다.",떡꼬치,떡꼬치,son8199,봉자바리,29975,22,359,튀김,간식,쌀,밥/죽/떡,달콤 쫄깃한 떡꼬치입니다.,[재료] 떡볶이떡 [양념] 고추장 1T| 케찹 1T| 물엿 1T| 설탕 1/2T| 맛술 1T| 간장 1Ts| 후추가루 약간,2인분,초급,10분이내,20110722064008
926,6834825,"[조리순서]
1.호박을 도톰하게 썰어줍니다
2.도마위 물기제거 후저는 튀김가루를 얹었답니다~그리고 계란도 풀어주세요
3.호박에 앞뒤로 튀김가루를 얇게 묻히고 많이 묻은가루는 털어주세요~
4.팬을 달군후 기름을 두르고 가루묻힌 호박을 계란물에 퐁당해서
5.계란물 앞뒤로 고루고루 곱게 묻혀~
6.약불에서 팬에 얹어줍니다~가운데가 불이 세기때문에 가장자리부터 올려서~~
7.점점 가운데로 오게 팬에 올려줍니다.다 올렸음 다시 가장장리부터 가운데쪽으로 뒤집어 주세요..고럼 노릇노릇 잘 구워 졌을꺼예요
8.앞뒤로 노릇노릇 구워졌으면 접시에 올리시면 되지요..오늘 을 아들은 요거요거 호박전에다가만 밥을 먹더라구요..진짜진짜 쉽고 진짜진짜 맛나요~~ 꼭!! 만들어 보세요~~",호박전 도마 하나에 한큐로 끝내요~,호박전,mibbor,포크앤나이프,9099,22,139,부침,일상,채소류,밑반찬,귀찮아서 그릇을 사용하지 않고하다보니 이렇게 도마 하나에 한방에 끝낼 수 있는 호박전을 완성하게되었어요~ 조금씩 만들어 그때그때 먹으니 맛도 굿~ 양념간장 찍어 먹음 더 굿~~^^,[재료] 애호박 2/3개| 계란 1개| 부침가루or튀김가루or밀가루 1TS쌓아서,2인분,아무나,10분이내,20150921211737
927,6845508,"[조리순서]
1.닭살은 먹기 좋은 크기로 썰어서 잡내를 잡아주고 부드럽게 만들어 주는 효과가 있는 우유에 30분정도 담궈주세요. 평소 퍽퍽살을 즐기신다면 안심이나 가슴살부위를 쫄깃한 맛을 즐기신다면 닭정육이나 다리살을 추천드려요.
2.백종원 닭갈비 만드는법에 들어가는 야채는 사실 정답이 없어요. 집에 있는 야채, 본인이 좋아하는 야채를 취향껏 넣어 주시면 되요. 저희 식구는 고기에 들어가는 야채를 좋아해서 늘 다양한 야채를 넣는 편이지만 깔끔하게 드시고 싶으시면 양파, 대파, 당근 정도의 기본야채만 넣고 만들어도 좋아요. 저는 고구마 1개, 양파 0.5개, 당근 1/3개, 대파 1/3개, 양배추 1/4개, 홍고추 1개, 마늘 3개, 깻잎 3장을 썰어서 준비했어요. 써는 모양역시 어떻게 썰어도 상관없지만 되도록이면 모양을 통일감있게 썰어 주시는것이 요리가 완성되었을때 더 이쁘더라구요.
3.저는 닭갈비 만드는법 하면 춘천식이 생각나서 고구마와 떡볶이떡도 넣어줬는데 깔끔한 국물맛을 원하신다면 과감하게 빼주시길... 특히 고구마는 단맛과 식감은 더해주지만 국물을 텁텁하게 만들기도 하니까 취향에 맞게 선택해주세요.
4.백종원 닭갈비 만드는법 양념의 비율은 간장, 설탕, 고추장, 마늘, 맛술이 모두 1 : 1 : 1 : 1 : 1 로 동량이 들어가요. 모두 3스푼씩 넣어주시면 되는데 저는 워낙 단맛을 즐기는 탓에 설탕을 3스푼 다 넣어줬지만 다른 분들의 평을 보면 너무 달다는 의견들이 많으시더라구요. 평소 단맛을 즐기지 않으시면 설탕은 2스푼 정도만 넣어주시는것을 추천드려요. 양념을 만들때는 간장을 제일 먼저 넣고 다음으로 설탕을 넣으면 설탕이 빨리 잘 녹는다고 하니 참고하시길...
5.분량의 재료로 양념장을 만들어서 잘 섞은 후 꼭 간을 보고 취향에 맞게 양념을 가감해 주시면 된답니다.
6.우유에 담궈둔 닭살은 물에 살짝 헹궈서 볼에 담은 후 만들어 놓은 양념을 부어주세요.
7.마늘,깻잎을 제외한 야채를 넣고 양념장이 잘 베일 수 있도록 조물조물 잘 섞어주세요. 백종원 닭갈비는 바로 조리해서 먹는 것 보다 양념이 잘 베이도록 숙성시켜서 먹는것이 좋아서 저는 1시간 정도 숙성시켰어요.
8.후라이팬에 식용유(올리브유)를 두르고 편으로 썬 마늘을 볶으면서 기름에 마늘향이 베이도록 해주세요.
9.마늘이 노릇노릇해지면 양념된 닭갈비를 넣고 잘 볶아주시면 되는데 야채에서 수분이 나오기 때문에 따로 물을 넣지 않으셔도 되지만 야채를 거의 넣지 않아서 탈것 같은 느낌이 들면 물을 약간 부어서 볶으며 익혀주시면 되요.
10.거의 다 익으면 참기름과 참깨를 솔솔 뿌리고 한번만 더 살짝 익혀주시면 백종원 닭갈비 만드는법 완성!!!
11.닭갈비에 빠질 수 없는 볶음밥 만들기!!! 남은 양념에 밥을 넣고 볶다가 김가루 솔솔 뿌려주고 참기름도 약간 넣어주세요. 이때 약한불에서 따닥따닥한 느낌으로 좀 눌어 붙게 볶아 먹으면 더 맛있답니다.
12.이대로 볶음밥을 먹어도 맛있지만!!! 모짜렐라치즈를 얹어서 먹으면 더 맛있어요.
13.모짜렐라치즈의 양은 기호에 맞게 조절하시면 되요.
14.쭈~욱 늘어나는 치즈는 언제나 사랑입니다.",백종원 닭갈비 만드는법 치즈볶음밥까지 클리어!!!,닭갈비,pink0586,귀요미민이맘,30716,22,493,볶음,일상,닭고기,메인반찬,아들이 태어나기 전에는 신랑이랑 유**닭갈비에 참 자주도 갔었는데 아직 민이가 못먹는 음식이다보니 언제 가봤는지 기억도 안나네요. 닭갈비만으로도 맛있지만 밥까지 볶아서 먹으면 완전 꿀맛인데... 그맛이 그리워서 초보자도 왠만하면 다 성공한다는 레시피인 백종원 닭갈비를 만들어 봤어요.,[재료] 닭 살 450g| 고구마 1개| 양파 1/2개| 당근 1/3개| 대파 1/3개| 양배추 1/4개| 홍고추 1개| 마늘 3개| 깻잎 3장| 떡볶이 떡 1줌 [양념장] 고추장 3스푼| 설탕 3스푼| 간장 3스푼| 맛술 3스푼| 다진마늘 3스푼| 참기름 1스푼| 참깨 1스푼| 우유 적당량| 식용유(올리브유) 약간 [기타] 김 가루 적당량| 모짜렐라치즈 적당량,3인분,초급,60분이내,20160328155635
